record_label_low,occurrences,record_label_major
Rain Delay Music,1,Independent
Rain Delay Records,1,Independent
Church Boy Entertainment,1,Independent
Rain Gods,1,Independent
Rain Man Recordings!,1,Warner Records
Chunklet Industries | Third Uncle Records,1,Independent
Rain Pipe,1,Independent
Chung Wei Records,1,Independent
Rain Sound Archive,1,Universal Music Group
Rain Sounds,1,Warner Records
Rain Sounds Atmosphere,1,Warner Records
Rain Sounds Satisfaction,1,Independent
Chuckbeat,1,Independent
Chuck Zayas,1,Sony Music Entertainment
Rain and Nature Sounds,1,Independent
"Rain, Hurricane & Thunder Storms Sounds",1,Independent
Chuck Records,1,Warner Records
Chuchesta Recordings,1,Independent
Chub Rub,1,Independent
Rainbow Chart Hits,1,Independent
Chu Chu Music,1,Independent
Ciliegio Music Records,1,Universal Music Group
Cimafunk,1,Sony Music Entertainment
Raftonar,1,Independent
Circuit Record Label,1,Sony Music Entertainment
Circuit Freq Records,1,Warner Records
Radiant,1,Sony Music Entertainment
Radiant Management,1,Independent
Circo 13,1,Independent
Circles Records,1,Warner Records
Circles & Stones,1,Independent
Radical Elite Records,1,Independent
Radical Heart,1,Independent
CircleAlpha.com,1,Independent
Radical Something LLC,1,Independent
Circle Of Royals Inc. / Wize Guyz Global Digital Entertainment,1,Independent
Circle Into Square,1,Universal Music Group
Radikal Records Inc.,1,Independent
Radio Ballads,1,Independent
Circadian Rhythms,1,Independent
Radio Blazers,1,Independent
Radio Bongo,1,Universal Music Group
Radio Dabolus,1,Independent
Radio Days,1,Universal Music Group
"Radio Diabolus, Bret Hard, MDD Records",1,Independent
Radio FM1,1,Independent
Radia Records,1,Independent
Radha Krishna Records,1,Universal Music Group
Circa Survive,1,Warner Records
Raddfad Records,1,Independent
Citizen Soldier Entertainment,1,Independent
Citizen Queen/RCA Records,1,Sony Music Entertainment
Rad Cat,1,Independent
Citizen K Productions,1,Sony Music Entertainment
Citizen,1,Independent
Rad I Records,1,Independent
Cities of the Plain,1,Independent
Rad Science Recordings,1,Independent
Cities of Mars,1,Independent
Citadel / Mafy,1,Independent
Radamanth Music,1,Independent
Cisco,1,Sony Music Entertainment
Ciscero,1,Independent
Radar Media/COTR,1,Independent
Cirkulo Asesino Entertainment,1,Independent
Circín Rua,1,Independent
"Circus Girl Records, LLC",1,Independent
Circus Brothers,1,Independent
Circus Bear music,1,Independent
Radarproof Records,1,Independent
Circuito Reggae,1,Independent
Radio Fried Records,1,Universal Music Group
Ciprian Costin,1,Independent
Rafiki,1,Independent
Radium Records Inc.,1,Independent
Cinderblock,1,Warner Records
Cinco Por Cinco Records,1,Independent
Cin3ma,1,Universal Music Group
Cin Sity Records,1,Independent
Cimorelli,1,Universal Music Group
Cimolite Records,1,Independent
Radtown Music (ASCAP),1,Independent
Radůza Records,1,Independent
Cimmerian Shade,1,Independent
Raelach Records,1,Independent
Raelee Nikole,1,Independent
Cimiteria,1,Independent
Raenbow Station,1,Independent
Raestar Ventures,1,Independent
Cimirron/Rainbird,1,Independent
Cimirron / Rainbird,1,Independent
Rafael José Caivano,1,Independent
Raffa Mogi,1,Independent
Cime / SJ Musique,1,Independent
Raffa Torres,1,Warner Records
Rafi Malice,1,Sony Music Entertainment
Cinders,1,Warner Records
Radiotape,1,Independent
Radio Gunner,1,Independent
Cindy Woon,1,Warner Records
Radio Hill Recorders,1,Warner Records
Radio Ikebana,1,Independent
Ciok Way,1,Universal Music Group
Cinéttica,1,Independent
Radio Nava,1,Independent
Radio Program Music,1,Independent
Radio Racer,1,Universal Music Group
Radio Rebelde Soundsystem,1,Independent
Radio Records,1,Independent
Radio Vibe Records,1,Universal Music Group
Cinematic Nation,1,Sony Music Entertainment
Cinematic Music Group / Bear Creek Records,1,Independent
Cinemates,1,Independent
RadioAddict under exclusive license to Amuseio AB,1,Independent
RadioBlack,1,Independent
RadioLampa,1,Independent
Cinemasters,1,Independent
Cinemagraph,1,Independent
Radiocattleya,1,Independent
Radiodisease,1,Independent
CineVu,1,Independent
Chromatic Records,1,Universal Music Group
Rainscape Records,1,Independent
"Rainwater Recording, Inc.",1,Sony Music Entertainment
Chris Canterbury,1,Independent
Rappers I Know / K-otix Entertainment,1,Independent
Rapport,1,Independent
Chris Brown Entertainment/300 Entertainment/RCA Records,1,Sony Music Entertainment
Chris Brown,1,Independent
Raptor Music,1,Independent
Raptori,1,Universal Music Group
Rapture Recordings,1,Independent
Rapture Records,1,Universal Music Group
Chris Blacker,1,Warner Records
Chris Baron,1,Independent
Rare Boots Records,1,Independent
Rare Breed Discs,1,Independent
Chris Arena,1,Independent
Chris A. Copeland,1,Independent
Chraamofon/United Stage Artist,1,Independent
Rare Lumiere,1,Independent
Rare Music,1,Independent
Rare One Records,1,Universal Music Group
Chousand LLC,1,Independent
Rare Release,1,Universal Music Group
Rare Scrilla / BSF,1,Independent
Rapper aus Prinzip,1,Independent
Rapmechanics,1,Independent
Rarefied Records,1,Universal Music Group
Chris Edwards,1,Independent
Chris Rudel,1,Independent
Chris Noah,1,Warner Records
Chris Natoli,1,Universal Music Group
Rans Music,1,Warner Records
Ransom Music Group,1,Sony Music Entertainment
Chris Mazuera,1,Independent
Chris LaRocca,1,Independent
Ranter,1,Universal Music Group
Ranwood Records,1,Universal Music Group
Chris Koza,1,Independent
Raoul Records,1,Sony Music Entertainment
Raoul Sinier,1,Universal Music Group
Chris Kasper,1,Sony Music Entertainment
Chris James Willows,1,Universal Music Group
Rap Recordz,1,Sony Music Entertainment
Chris Holsten + Rat City,1,Warner Records
Chris Ganim,1,Independent
Rapdemic Records,1,Independent
Rape Records,1,Universal Music Group
Chris From Space,1,Independent
Chris Embers,1,Universal Music Group
Rarebreed,1,Independent
Rarity Music,1,Warner Records
Chris Rupert,1,Independent
Rat Catcher Records,1,Independent
Rat Life,1,Independent
Chopstick Brothers,1,Independent
Chops not Chaps Records,1,Independent
Chopped Up Tulips,1,Independent
Rat Patrol,1,Independent
Rat Rizzo Records,1,Universal Music Group
Rat/100/Blé,1,Independent
RatPack Music,1,Independent
ChopCloud,1,Independent
Chop Busted,1,Universal Music Group
Ratas Music Group,1,Sony Music Entertainment
Ratcat,1,Independent
Choosie Records,1,Independent
Ratchet City Music,1,Universal Music Group
Rated Z Recordz,1,Independent
Choose or Lose,1,Independent
Ratio? Music,1,Warner Records
Ration L' OMP,1,Independent
Choose Your Character,1,Independent
Ratpeesingramophone,1,Independent
Choooose Records - New York,1,Independent
Rat Face Lewey,1,Independent
Rat Cap Records,1,Independent
Chouridis Productions,1,Independent
Choral Arts Initiative,1,Independent
Ras Kass,1,Independent
Ras a Ras Records,1,Independent
Chosen People,1,Independent
Rasassination,1,Universal Music Group
Chorzy,1,Independent
Rasharn Powell,1,Warner Records
Rashid & Kamau,1,Independent
Rashid Rahal,1,Independent
Chorus Of one records,1,Independent
Rasmusic,1,Independent
Chordashian,1,Warner Records
Raspberry Records!,1,Independent
Rasta Reggae Records,1,Warner Records
Rastacry,1,Independent
Rastafaria,1,Independent
Rastamouse & Da Easy Crew,1,Sony Music Entertainment
Rastatari Records,1,Independent
Chorale de la promotion Compagnons de la Libération,1,Independent
Choral Audacity,1,Sony Music Entertainment
Rastropop [dist. Tratore],1,Independent
Rasukma,1,Independent
Ranking Motion Music,1,Universal Music Group
Chris Travis,1,Universal Music Group
Chroma Records LLC,1,Sony Music Entertainment
Ramage Inc.,1,Independent
Ramallah,1,Independent
Ramana Vieira,1,Independent
Ramble On Records,1,Warner Records
Ramblin Bastringue,1,Independent
Rambo House Media,1,Independent
Christmas Island,1,Independent
Rambutan Jam Band,1,Independent
Ramesh and Emeen,1,Independent
Rami Winston,1,Universal Music Group
Ramin & Friends,1,Warner Records
Christmas Deluxe Records,1,Universal Music Group
Ramjac,1,Independent
Rammstein GbR,1,Independent
Ramo,1,Independent
Christmas Classics Recordss,1,Independent
Ramona Beach Records,1,Independent
Christine Slagman,1,Independent
Christine Papst,1,Independent
Rampage Studios - M.Ø.R.E. Music,1,Warner Records
Rampart Films,1,Independent
Ramriddlz,1,Sony Music Entertainment
Christmas Ukulele,1,Universal Music Group
Rama Piedrabuena,1,Independent
Ramsey Sound,1,Independent
Christmas Workout Music,1,Sony Music Entertainment
Chroma Records,1,Sony Music Entertainment
Rainy Days,1,Independent
Raioh Pop Golden,1,Independent
Christy Matterhorn,1,Independent
Raise These Sails,1,Independent
Raised By Robots Records,1,Universal Music Group
Christy Fisher,1,Independent
Christopher Von Uckermann & Rockistronic,1,Independent
Christopher Von Uckermann,1,Independent
Raja,1,Independent
Christopher Sweetman,1,Independent
Christopher Sandh,1,Independent
Christopher Jefferson/Knottyrocker,1,Independent
Christopher J Wray,1,Independent
Raku-Nu,1,Independent
Christopher Benis,1,Independent
Christoph el' truento,1,Independent
Christolikid,1,Independent
Ram-Bam,1,Sony Music Entertainment
Christoffer Schoug Productions,1,Independent
RamZi,1,Independent
"Christine Baranski, Julie Walters",1,Universal Music Group
Ramsey's House,1,Independent
Chris thompson,1,Sony Music Entertainment
Random Gong Productions,1,Sony Music Entertainment
Random Mandem,1,Independent
Christian Harfouche Ministries,1,Independent
Christian Hansen & the Autistics,1,Independent
Random Recipe,1,Independent
Christian Fotsch,1,Independent
Random Soul Recordings,1,Universal Music Group
Christian Devotion,1,Universal Music Group
Random Thoughts Records,1,Independent
Christian Basso,1,Independent
Christian Antonius Mueller,1,Independent
"RandomBeats, LLC",1,Independent
"RandomBeats, LLC/NPC Collective",1,Independent
Randomend Records,1,Independent
Randsburg,1,Independent
Randy ADL,1,Independent
Christabelle,1,Independent
Christ for all Nations,1,Independent
Randy's Music Group Inc,1,Sony Music Entertainment
Chrisduran,1,Independent
Range Records,1,Independent
ChrisStyleMusic,1,Independent
Christian Kuria,1,Independent
Random Forest,1,Independent
Ramshaw Records,1,Universal Music Group
Random Encounter,1,Independent
"Christiaria, LLC",1,Independent
Ramée,1,Independent
Christiano Candian,1,Independent
Rana Santacruz,1,Independent
Ranch Entertainment,1,Independent
Christian Tasser,1,Independent
Christian Singleton,1,Independent
Rand Aldo,1,Independent
Randal L Meek,1,Independent
Christian Reindl & Emily Sophie,1,Independent
Randall Kent,1,Independent
Randan,1,Independent
Christian Piano,1,Independent
Randolph,1,Independent
Randolph & Mortimer,1,Independent
Random,1,Independent
Christian Petermann,1,Independent
Christian Paul,1,Independent
Random Beats,1,Independent
Christian Music Resources,1,Independent
Christian Music Ministries,1,Independent
Racoma,1,Independent
Citizen and Alternate Side,1,Universal Music Group
Citizen of the World,1,Independent
REENA,1,Sony Music Entertainment
Clemente Castillo / San Saba Records,1,Independent
REFORM,1,Independent
"Cleenwork Studios, LLC",1,Independent
REIMAGINED RECORDINGS,1,Independent
REIN RECORDINGS,1,Independent
REINCARNATION Studios,1,Independent
Clearlight888music,1,Universal Music Group
REL Records,1,Independent
RELLEK RECORDS/SO COLD RECORDS,1,Independent
RELLEK RECORDS/Sweet Noise,1,Independent
REM Management,1,Universal Music Group
REMEDY MUSIC,1,Independent
REMEX MUSIC,1,Sony Music Entertainment
Clear Image,1,Independent
RENACER,1,Sony Music Entertainment
RENEGADES IN POWER.,1,Warner Records
RENIEL SILVA,1,Independent
REO Records,1,Sony Music Entertainment
REP,1,Independent
Clear Day Worship,1,Universal Music Group
REPHRASE MUSIC,1,Independent
REEP,1,Independent
Clementine & The Galaxy,1,Independent
RESISTENCIA,1,Independent
Clermont Music,1,Independent
ClickTracks Media,1,Independent
ClickMe,1,Independent
RD Enterprises,1,Independent
RDB Records,1,Independent
RDC Recordings,1,Independent
RDG Musics,1,Independent
RDV Production,1,Warner Records
RE Records,1,Warner Records
RE:A:CH,1,Sony Music Entertainment
"REALITY HITS YOU HARD BRO, LLC",1,Independent
REBELLE,1,Independent
REC MUSIC,1,Independent
RECords,1,Independent
Clever Music,1,Universal Music Group
RED BITCH MUSIC,1,Warner Records
RED CAT RECORDS,1,Independent
Clever Android Records,1,Universal Music Group
Cleveland Wehle,1,Independent
Cleveland Orchestra,1,Independent
Cleveland Museum of Art - Recorded Archive Editions,1,Independent
"Cleveland International Records, LLC",1,Sony Music Entertainment
REPLAY/INDIE,1,Warner Records
Clear Blue Records,1,Universal Music Group
Cliff Cody,1,Independent
Clawson Label,1,Independent
RGS Music Bajo Licencia Mala Difusion,1,Independent
RH Music,1,Independent
Claudio Van Hoven,1,Independent
RHG,1,Independent
Claudio Nucci,1,Sony Music Entertainment
RHS Music DA,1,Independent
RIBS,1,Independent
Claudia Prieto,1,Warner Records
RILO Music,1,Warner Records
Claudia Mercurio,1,Independent
RIMINI RECORDS,1,Independent
RIOT & Kayzo,1,Independent
RIP Ben Lee Records,1,Independent
Claude Kelly,1,Sony Music Entertainment
Claude Allaire,1,Independent
RISAB,1,Independent
Classroom Soundtrack Records,1,Sony Music Entertainment
RITCHRD,1,Universal Music Group
RITE,1,Independent
Classics Archive Media,1,Universal Music Group
RITMONIX,1,Independent
RGS Music / Mymusic,1,Independent
Claxmusic records,1,Independent
RETROSEXUAL,1,Independent
RGS,1,Independent
Clear Blue 22,1,Independent
REVEN BEATS,1,Sony Music Entertainment
REVERB STUDIOS,1,Independent
REVILO,1,Independent
REVOLTA,1,Independent
Clean Spill,1,Independent
REYKON EL LIDER TUTURUWA,1,Warner Records
Clean It Up Records,1,Independent
REYNAH,1,Independent
Clean Error,1,Independent
Clean Cut Entertainment,1,Independent
REZZ Music Inc / Confession,1,Independent
RF,1,Independent
RFG Records,1,Universal Music Group
RFJ,1,Independent
RFM Productions,1,Universal Music Group
Clea,1,Independent
Clayton Gardner,1,Independent
Clay Stove Records,1,Independent
"Clay Anderson Johnson, LLC",1,Independent
RGMusic Records,1,Sony Music Entertainment
RCA/Vinyl,1,Sony Music Entertainment
Clifton Bishop,1,Independent
RIVETHEAD,1,Independent
RADTONE MUSIC,1,Warner Records
RAGS,1,Independent
"RAHM Nation Recordings, LLC",1,Independent
RAI Ensamble Discos,1,Warner Records
Cloud X,1,Independent
Cloud Water Assembly,1,Independent
Cloud Records / MUSICABAL(뮤직커밸),1,Independent
RAIVON & SANPAU,1,Independent
RAK Records,1,Universal Music Group
Cloud Nine,1,Universal Music Group
RAKKON Music Group,1,Independent
Cloud Cuckoo Land/KING TOY BOX,1,Independent
RAL-TBK Music,1,Independent
Cloud 9 Yellow,1,Warner Records
RALEIGH,1,Independent
Cloud,1,Independent
RAM,1,Warner Records
Clothed in Grace,1,Sony Music Entertainment
Closer,1,Warner Records
RANDALL RECORDS,1,Independent
Closely,1,Warner Records
RARE ANGEL RECORDS,1,Independent
RAGGG FOUND,1,Independent
CloudAxk Productions,1,Independent
RAS / Greenway,1,Independent
RADA Inspirational,1,Independent
R.E.A.L. Music,1,Universal Music Group
Cloverdale,1,Independent
R.E.M.I. Recordings,1,Independent
Clover The Girl,1,Independent
R.I.P LABELS,1,Universal Music Group
R.I.S.E,1,Universal Music Group
R.J. Smith,1,Independent
R.K.P.,1,Independent
R.LUM.R,1,Independent
R.O.C.K.S.T.A.R. Music Group,1,Sony Music Entertainment
R.V. International Inc.,1,Warner Records
R135 TRACKS,1,Independent
R2Bees Entertainment,1,Warner Records
R2bees Entertainment,1,Independent
R3CORDS,1,Independent
R3gulator records,1,Independent
Clouded Vision,1,Sony Music Entertainment
R5,1,Universal Music Group
Cloudchamber Recordings,1,Independent
RA-RE productions,1,Independent
RAD,1,Independent
RARE Sound,1,Independent
RAS PUBLISHING & PRODUCTIONS,1,Independent
Clifton Orange Music,1,Independent
Clockwork Records France,1,Warner Records
